[2026-07-22 17:12:04] [INFO] Evaluated 45549 BIN items. Flips Found: 255. Cache Queue: 102 pending.
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Bouncy Leggings              | Cost: 129,000      | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 4,000,000    | Profit: 1,761,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fierce Super Heavy Helmet           | Cost: 444,444      | Profit: 4,926,766   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,800,000    | Profit: 3,961,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Heroic Earthen Blade                | Cost: 999,999      | Profit: 4,443,076   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,000,000    | Profit: 4,301,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Titanic Zombie Soldier Helmet       | Cost: 999,999      | Profit: 4,330,212   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fast Earthen Blade ✪✪✪✪✪            | Cost: 1,000,000    | Profit: 4,443,075   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 61,999,999   | Profit: 6,496,684   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 4,000,000    | Profit: 1,399,713   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Smart Skeleton Master Leggings      | Cost: 700,000      | Profit: 4,641,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Light Skeleton Master Boots         | Cost: 1,100,000    | Profit: 4,241,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 65,000,000   | Profit: 15,442,186  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Moogma Leggings              | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Flaming Chestplate           | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,208   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Titanic Skeleton Master Leggings    | Cost: 798,000      | Profit: 4,543,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Wise Sniper Helmet                  | Cost: 598,000      | Profit: 4,743,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 2,500,000    | Profit: 2,811,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Heavy Zombie Soldier Leggings       | Cost: 500,000      | Profit: 4,844,989   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Goblin Boots                        | Cost: 3,000,000    | Profit: 3,801,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Light Skeleton Master Leggings      | Cost: 799,000      | Profit: 4,542,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Slug Boots                          | Cost: 500,000      | Profit: 4,850,208   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Clean Zombie Soldier Leggings       | Cost: 4,000,000    | Profit: 1,344,989   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,999,999    | Profit: 3,301,212   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 1,950,000    | Profit: 3,421,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Wise Zombie Knight Helmet           | Cost: 3,000,000    | Profit: 2,416,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 68,000,000   | Profit: 13,405,976  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Odd Zombie Commander Whip           | Cost: 2,000,000    | Profit: 3,688,077   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Absolutely Perfect Leggings - Tier  | Cost: 35,000,000   | Profit: 6,500,505   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Skeleton Master Chestplate   | Cost: 3,000,000    | Profit: 2,351,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,305,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 60,000,000   | Profit: 6,389,779   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,500,000    | Profit: 2,871,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 13,000,000   | Profit: 1,301,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ancient Fiery Terror Leggings       | Cost: 100,000,000  | Profit: 16,818,647  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Pyrochaos Dagger             | Cost: 52,000,000   | Profit: 5,269,995   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 52,000,000   | Profit: 13,150,992  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 62,000,000   | Profit: 10,270,479  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Renowned Infernal Crimson Chestplat | Cost: 303,303,303  | Profit: 33,715,848  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,999,666    | Profit: 2,400,047   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 3,333,333    | Profit: 2,066,380   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Sharp Earthen Blade ✪✪✪✪✪           | Cost: 5,000,000    | Profit: 1,026,068   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ancient Mythos Boots                | Cost: 8,000,000    | Profit: 1,474,707   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 1,999,999    | Profit: 3,346,212   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ancient Mythos Leggings             | Cost: 40,000,000   | Profit: 4,581,775   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 1,499,999    | Profit: 3,921,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] ✿ Renowned Infernal Crimson Chestpl | Cost: 300,000,000  | Profit: 31,815,779  | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Smart Zombie Soldier Chestplate     | Cost: 2,000,000    | Profit: 3,341,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Clean Skeleton Soldier Chestplate   | Cost: 2,000,000    | Profit: 3,321,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Epic Zombie Soldier Cutlass         | Cost: 2,000,000    | Profit: 3,400,077   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 1,490,000    | Profit: 3,821,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Miner Helmet                        | Cost: 4,000,000    | Profit: 1,401,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Legendary Zombie Commander Whip     | Cost: 3,000,000    | Profit: 2,688,077   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Clean Skeletor Helmet               | Cost: 1,000,000    | Profit: 4,500,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Heavy Skeleton Soldier Chestplate   | Cost: 2,300,000    | Profit: 3,021,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Slug Boots                          | Cost: 3,000,000    | Profit: 2,350,208   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Squid Boots                         | Cost: 998,000      | Profit: 4,328,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Titanic Skeleton Soldier Chestplate | Cost: 4,000,000    | Profit: 1,321,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Hasty Sniper Bow                    | Cost: 3,000,000    | Profit: 2,431,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Slug Boots                          | Cost: 2,000,000    | Profit: 3,350,208   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 4,000,000    | Profit: 1,451,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Withered Deathripper Dagger         | Cost: 72,000,000   | Profit: 8,487,464   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fierce Zombie Lord Boots            | Cost: 1,950,000    | Profit: 4,141,210   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 49,000,000   | Profit: 5,894,692   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fair Zombie Soldier Cutlass         | Cost: 500,000      | Profit: 4,900,077   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,305,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Challenger's Leggings               | Cost: 10,000,000   | Profit: 3,778,609   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,900,000    | Profit: 3,861,211   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Gentle Conjuring                    | Cost: 3,000,000    | Profit: 2,498,077   | Sales/Day: 999  
[2026-07-22 17:12:04] [FLIP] [Tier 5] Slug Boots                          | Cost: 2,000,000    | Profit: 3,350,208   | Sales/Day: 999  
[2026-07-22 17:12:22] [CACHE] Background Crawler mapped 10 items. Remaining in queue: 92
[2026-07-22 17:12:42] [CACHE] Background Crawler mapped 10 items. Remaining in queue: 82
[2026-07-22 17:13:03] [INFO] Evaluated 45577 BIN items. Flips Found: 256. Cache Queue: 74 pending.
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fierce Strong Dragon Boots ✪✪✪      | Cost: 2,200,000    | Profit: 1,501,844   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 4] Mythic Bouncy Leggings              | Cost: 129,000      | Profit: 5,301,211   | Sales/Day: 75   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Ancient Final Destination Boots     | Cost: 20,000,000   | Profit: 6,870,505   | Sales/Day: 246  
[2026-07-22 17:13:03] [FLIP] [Tier 4] Smart Bouncy Boots                  | Cost: 299,999      | Profit: 5,251,210   | Sales/Day: 79   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Excellent Ruby Drill TX-15          | Cost: 12,170,000   | Profit: 3,029,993   | Sales/Day: 150  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,500,000    | Profit: 1,401,209   | Sales/Day: 493  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,500,000    | Profit: 1,401,209   | Sales/Day: 493  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Glacite Leggings                    | Cost: 4,000,000    | Profit: 1,331,211   | Sales/Day: 886  
[2026-07-22 17:13:03] [FLIP] [Tier 3] Waxed Lava Shell Necklace           | Cost: 8,000,000    | Profit: 2,301,211   | Sales/Day: 15   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fierce Adaptive Helmet ✪✪✪          | Cost: 300,000      | Profit: 1,820,306   | Sales/Day: 107  
[2026-07-22 17:13:03] [FLIP] [Tier 3] Bustling Squash Leggings            | Cost: 22,000,000   | Profit: 4,793,197   | Sales/Day: 25   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,340,000    | Profit: 3,031,210   | Sales/Day: 116  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Calcified Water Hydra Head          | Cost: 6,500,000    | Profit: 2,201,210   | Sales/Day: 317  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Calcified Slug Boots                | Cost: 2,000,000    | Profit: 3,350,209   | Sales/Day: 150  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Calcified Moogma Leggings           | Cost: 2,000,000    | Profit: 3,371,210   | Sales/Day: 139  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Bustling Rancher's Boots            | Cost: 9,000,000    | Profit: 1,301,210   | Sales/Day: 209  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,210   | Sales/Day: 139  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fast Conjuring                      | Cost: 135,320      | Profit: 5,362,757   | Sales/Day: 159  
[2026-07-22 17:13:03] [FLIP] [Tier 4] Wise Zombie Commander Helmet        | Cost: 2,500,000    | Profit: 3,101,211   | Sales/Day: 59   
[2026-07-22 17:13:03] [FLIP] [Tier 4] Smart Zombie Commander Chestplate   | Cost: 555,000      | Profit: 4,986,211   | Sales/Day: 59   
[2026-07-22 17:13:03] [FLIP] [Tier 1] Necrotic Hot Aurora Helmet          | Cost: 11,999,999   | Profit: 1,327,015   | Sales/Day: 3    
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,850,000    | Profit: 1,051,209   | Sales/Day: 493  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Pure Skeleton Master Chestplate     | Cost: 1,200,000    | Profit: 4,151,211   | Sales/Day: 338  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fierce Superior Dragon Leggings ✪   | Cost: 10,780,000   | Profit: 1,574,812   | Sales/Day: 123  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,210   | Sales/Day: 139  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Wise Skeleton Soldier Helmet        | Cost: 500,000      | Profit: 4,847,210   | Sales/Day: 135  
[2026-07-22 17:13:03] [FLIP] [Tier 2] Necrotic Fiery Aurora Leggings      | Cost: 75,000,000   | Profit: 10,740,707  | Sales/Day: 5    
[2026-07-22 17:13:03] [FLIP] [Tier 2] Necrotic Fiery Aurora Boots         | Cost: 75,000,000   | Profit: 8,432,359   | Sales/Day: 4    
[2026-07-22 17:13:03] [FLIP] [Tier 5] Bustling Rancher's Boots            | Cost: 8,000,000    | Profit: 2,793,196   | Sales/Day: 209  
[2026-07-22 17:13:03] [FLIP] [Tier 4] Light Zombie Lord Leggings          | Cost: 1,000,000    | Profit: 5,261,210   | Sales/Day: 44   
[2026-07-22 17:13:03] [FLIP] [Tier 3] Titanic Mender Crown ✪✪✪✪✪          | Cost: 8,500,000    | Profit: 1,074,558   | Sales/Day: 23   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Heroic Silent Death                 | Cost: 900,000      | Profit: 4,887,853   | Sales/Day: 119  
[2026-07-22 17:13:03] [FLIP] [Tier 2] Absolutely Perfect Chestplate - Tie | Cost: 17,990,000   | Profit: 8,213,975   | Sales/Day: 4    
[2026-07-22 17:13:03] [FLIP] [Tier 3] Fabled Giant Cleaver ✪✪✪✪✪          | Cost: 7,000,000    | Profit: 4,244,846   | Sales/Day: 23   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Mossy Rancher's Boots               | Cost: 9,999,900    | Profit: 2,742,455   | Sales/Day: 209  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Goblin Leggings                     | Cost: 950,000      | Profit: 4,376,211   | Sales/Day: 196  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Pure Super Heavy Leggings           | Cost: 1,000,000    | Profit: 4,360,098   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Heroic Dreadlord Sword              | Cost: 299,000      | Profit: 5,102,076   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Pure Zombie Lord Helmet             | Cost: 1,960,000    | Profit: 4,131,210   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Adaptive Leggings                   | Cost: 650,000      | Profit: 1,392,785   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,890,000    | Profit: 1,011,209   | Sales/Day: 493  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fabled Pyrochaos Dagger             | Cost: 53,000,000   | Profit: 11,947,905  | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 55,800,000   | Profit: 15,148,905  | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 300,000      | Profit: 5,121,210   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Ancient Mythos Chestplate           | Cost: 13,840,000   | Profit: 7,224,403   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,900,000    | Profit: 1,001,209   | Sales/Day: 493  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Artifact                  | Cost: 8,999,000    | Profit: 1,202,210   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Bustling Squash Chestplate          | Cost: 20,820,800   | Profit: 2,480,411   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Necrotic Moogma Leggings ✪✪✪✪✪      | Cost: 2,800,000    | Profit: 3,471,708   | Sales/Day: 139  
[2026-07-22 17:13:03] [FLIP] [Tier 4] Fierce Bouncy Leggings              | Cost: 500,000      | Profit: 4,930,211   | Sales/Day: 75   
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Artifact                  | Cost: 8,499,998    | Profit: 1,701,212   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Spider Ring                         | Cost: 8,000,000    | Profit: 3,801,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Ancient Burning Crimson Leggings    | Cost: 30,222,972   | Profit: 3,541,837   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Artifact                  | Cost: 8,300,000    | Profit: 1,901,210   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5]  Spiritual Bonemerang ✪✪✪✪✪        | Cost: 17,000,000   | Profit: 2,303,477   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Light Zombie Soldier Chestplate     | Cost: 499,000      | Profit: 4,842,210   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Runeblade Artifact                  | Cost: 8,499,999    | Profit: 1,701,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,210   | Sales/Day: 139  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 54,899,900   | Profit: 5,499,699   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Menacing Balloon Snake ✪✪✪✪✪        | Cost: 11,000,000   | Profit: 3,111,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 8,170,000    | Profit: 6,131,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 1,111,111    | Profit: 4,310,099   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Mythic Skeleton Master Chestplate   | Cost: 2,000,000    | Profit: 3,351,211   | Sales/Day: 338  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Loving Burning Aurora Chestplate    | Cost: 33,000,000   | Profit: 3,701,002   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Necrotic Burning Aurora Leggings    | Cost: 32,000,000   | Profit: 4,301,002   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 2,600,000    | Profit: 2,851,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Mythic Skeletor Helmet              | Cost: 450,000      | Profit: 4,906,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Heroic Zombie Knight Sword          | Cost: 200,000      | Profit: 5,221,077   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Renowned Werewolf Helmet ✪✪✪✪✪      | Cost: 24,100,000   | Profit: 5,901,155   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Blooming Peony Necklace             | Cost: 1,840,000    | Profit: 1,269,599   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Goblin Leggings                     | Cost: 1,000,000    | Profit: 4,326,211   | Sales/Day: 196  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 3,000,000    | Profit: 2,451,211   | Sales/Day: 999  
[2026-07-22 17:13:03] [FLIP] [Tier 5] Smart Skeleton Master Boots         | Cost: 300,000      | Profit: 5,041,211   | Sales/Day: 999  
